dc:title,prism:publicationName,prism:coverDate,prism:volume,prism:issueIdentifier,prism:pageRange,prism:doi,subtype,subtypeDescription,citedby-count,eid,pubmed-id,openaccess,abstract,themes
Time Series Decomposition of Land Surface Temperature for Long-Term Trend Forecasting and Impact on Nesting Sea Turtle Habitats in the Arabian Gulf,Journal of Applied Meteorology and Climatology,2024-12-01,63,12,1479-1497,10.1175/JAMC-D-24-0092.1,ar,Article,2,2-s2.0-85212271447,,0,"Improving land surface temperature (LST) modeling is vital for mitigating climate change effects on various ecosystems and marine habitats such as important sea turtle habitats. Over the past decade, extreme temperatures have likely significantly affected nesting sea turtle habitats in the Arabian Gulf, with predominantly female hatchlings creating an imbalance in the sex ratio. Such shifts have profound implications for these habitats’ long-term survival and conservation management. This study leverages statistical machine learning models to measure ongoing temporal variations in LST. We break down the LST time series into trend, seasonal, and noise components using classical decomposition methods like X11, Seasonal Extraction in autogressive integrated moving average (ARIMA) Time Series (SEATS), and the seasonal and trend decomposition using local regression (Loess) (STL) approach. The long-term trends in LST data are driven by climate change rather than seasonal fluctuations. We employed neural network autoregression (NNAR), bagged error, trend, and seasonal (BaggedETS), exponential smoothing models, and the STL method to project future LST values. We also explored advanced forecasting models like dynamic harmonic regression; trigonometric seasonality, Box–Cox transformation, autoregressive moving average (ARMA) errors, and trend and seasonal components (TBATS); and seasonal autoregressive integrated moving average (SARIMA) for comparative performance analysis. Extended warm periods were identified for Abu Ali Island between 2017 and 2018 through several decomposition methods, likely linked to the 2015/16 El Niño event. We also conducted a marine heatwave (MHW) analysis from 2010 to 2020, establishing a pronounced impact of the 2015/16 El Niño on the Arabian Gulf. In nesting beach environments with high LST, marine heatwaves could have a significant impact on sea turtle populations without human intervention such as artificially cooling the nest temperature. The SARIMA model showed higher forecasting precision for in situ weather data, while the NNAR model demonstrated superior performance with remotely sensed data.","5,9,14"
Marine Protected Areas That Preserve Trophic Cascades Promote Resilience of Kelp Forests to Marine Heatwaves,Global Change Biology,2024-12-01,30,12,,10.1111/gcb.17620,ar,Article,14,2-s2.0-85212137908,39663647,1,"Under accelerating threats from climate-change impacts, marine protected areas (MPAs) have been proposed as climate-adaptation tools to enhance the resilience of marine ecosystems. Yet, debate persists as to whether and how MPAs may promote resilience to climate shocks. Here, we use 38 years of satellite-derived kelp cover to empirically test whether a network of 58 temperate coastal MPAs in Central and Southern California enhances the resistance of kelp forest ecosystems to, and their recovery from, the unprecedented 2014–2016 marine heatwave regime that occurred in the region. We also leverage a 22-year time series of subtidal community surveys to mechanistically understand whether trophic cascades explain emergent patterns in kelp forest resilience within MPAs. We find that fully protected MPAs significantly enhance kelp forests' resistance to and recovery from marine heatwaves in Southern California, but not in Central California. Differences in regional responses to the heatwaves are partly explained by three-level trophic interactions comprising kelp, urchins, and predators of urchins. Urchin densities in Southern California MPAs are lower within fully protected MPAs during and after the heatwave, while the abundances of their main predators—lobster and sheephead—are higher. In Central California, a region without lobster or sheephead, there is no significant difference in urchin or kelp densities within MPAs as the current urchin predator, the sea otter, is protected statewide. Our analyses show that fully protected MPAs can be effective climate-adaptation tools, but their ability to enhance resilience to extreme climate events depends upon region-specific environmental and trophic interactions. As nations progress to protect 30% of the oceans by 2030, scientists and managers should consider whether protection will increase resilience to climate-change impacts given their local ecological contexts, and what additional measures may be needed.","7,9,11"
Responses of fisheries ecosystems to marine heatwaves and other extreme events,Plos One,2024-12-01,19,12,,10.1371/journal.pone.0315224,ar,Article,5,2-s2.0-85211755345,39642123,1,"Marine ecosystems and their living marine resources (LMRs) continue to respond to the effects of global change, with environmental factors impacting marine fisheries biomass, distribution, harvest, and associated economic performance. Extreme events such as highcategory hurricanes, harmful algal blooms, marine heatwaves, and large-scale hypoxia affect major regions and subregions of United States waters, with their frequency expected to increase over the next decades. The impacts of extreme events on fisheries biomass, harvest, and economic performance have not been examined as closely as a system (i.e., cumulatively), or in terms of their differential effects on particular functional groups of a given system. Among several U.S. subregions, we examined responses of fisheries biomass, landings, and revenue for particular functional groups to large-scale environmental perturbations (i.e., marine heatwaves, Hurricane Katrina, Deepwater Horizon oil spill). Distinct negative short-term consequences to annual fisheries biomass, landings, and revenue were observed in all regions, including at the system-level scale for several ecosystems which have higher proportions of pelagic species composition and variable shellfish-based revenue. In addition, shifts in species composition often were associated with environmental perturbations. Recovery to pre-perturbation levels (both in the immediate years following the event and over the post-event period of study) and resilience at the system level was observed in several cases, although post-event declines in biomass and landings occurred in the California ecosystem. Certain extreme events are expected to become more common in marine environments, with resulting perturbations throughout multiple components of U.S. socioecological systems. The recognition and understanding of the consequences of extreme events throughout marine ecosystems is necessary for effective, holistic, and sustainable management practices.","7,9,11"
"Vertical Structures of Marine Heatwaves in the South China Sea: Characteristics, Drivers and Impacts on Chlorophyll Concentration",Journal of Geophysical Research Oceans,2024-12-01,129,12,,10.1029/2024JC021091,ar,Article,2,2-s2.0-85211503610,,0,"Marine heatwaves (MHWs) are characterized as extreme ocean warming events, which have multifaceted impacts on marine ecosystems. The warming of the ocean associated with MHWs can extend into the deep ocean. In the study, five main types of MHWs in the South China Sea (SCS) are identified with various vertical structures, including shallow, surface-extension-reversed, surface-extension-intensified, deep, and surface-extension-intensified-reversed. Different types of MHWs have different spread patterns and depths. Shallow and surface-extension-reversed MHWs are common in coastal areas, and surface-extension-intensified MHW events often occur in deep areas. The vertical structures of MHWs are affected by ocean dynamical processes, particularly vertical processes and horizontal heat advection. These MHWs can alter ocean chlorophyll concentration to varying degrees and locations, contingent on their vertical thermal profiles. Furthermore, an analysis of the impacts of a long-lived MHW event in the SCS in 2020 revealed that the MHWs could alter chlorophyll concentration. These results help to better understand the physical drivers of localized MHWs and their potential impacts in the context of climate change.","3,4,5,7"
Late-arriving 2023 summer marine heatwave in the East China Sea and implications for global warming,Npj Climate and Atmospheric Science,2024-12-01,7,1,,10.1038/s41612-024-00846-4,ar,Article,3,2-s2.0-85211371992,,1,"In 2023, the global temperature rose significantly, triggering a marine heatwave (MHW) in the East China Sea (ECS) from August 12 to October 13. Unlike the typical July onset, this event was delayed. Here we investigate the mechanisms behind the late onset and prolonged duration of the 2023 MHW in the ECS and its potential linkage to global warming. The early phase was driven by shortwave radiation and ocean dynamics, while the later phase saw reduced northerly winds, allowing warmer, more humid southerlies to dominate. This shift decreased the air-sea humidity difference, enhancing downward latent heat fluxes. Future CMIP6 projections also suggest that delayed MHWs are linked to weak heat exchanges, limiting the oceanic heat transport to the atmosphere. Our findings highlight the increasing risk of prolonged MHWs in the ECS and the urgent need for improved climate preparedness.","4,5,10"
The Loss of Beneficial Thermal Priming on Global Coral Reefs,Global Change Biology,2024-12-01,30,12,,10.1111/gcb.17592,ar,Article,3,2-s2.0-85211179586,39625059,1,"Warm-season marine heatwaves (MHWs) have greatly increased in frequency, severity, and extent over the last few decades, driving more frequent and severe coral bleaching episodes. Given the grave near-term threat to coral reefs imposed by MHWs, it is important to assess the mechanisms by which corals may acquire higher thermal tolerance. Recent field and laboratory studies have demonstrated that exposure to sublethal heat stress, known as “priming,” can reduce bleaching susceptibility during a subsequent MHW. Little is known, however, about how often priming conditions occur, and how effective those conditions may be at protecting coral reefs. We employed a global historical coral bleaching database and a high-resolution sea surface temperature dataset to assess the frequency of priming and examine its effect on coral bleaching sensitivity on a global scale. The analysis showed that coral reefs in parts of the western to central tropical Pacific experienced priming on average over twice a decade and had a higher likelihood of priming protection. Mixed-effects regression models indicated that priming conditions could mitigate coral bleaching response by up to 12% in advance of a moderate MHW. However, the protective effect of priming decreased, and even became harmful, with more severe MHWs. We detected spatial variations in priming frequency that could provide insight for conservation planning and explain some variations in bleaching sensitivity to MHWs. Even so, our findings suggest that thermal priming will not be sufficient to protect most coral reefs from MHWs in the future, without substantial efforts to mitigate climate change.","5,7,8"
The timing of marine heatwaves during the moulting cycle affects performance of decapod larvae,Scientific Reports,2024-12-01,14,1,,10.1038/s41598-024-81258-5,ar,Article,2,2-s2.0-85211163222,39616196,1,"Marine heatwaves (MHW) pose an increasing threat and have a critical impact on meroplanktonic organisms, because their larvae are highly sensitive to environmental stress and key for species’ dispersion and population connectivity. This study assesses the effects of MHW on two key moulting cycle periods within first zoea of the valuable crab, Metacarcinus edwardsii. First, the changes in swimming behaviour during zoea I were recorded and associated to moult cycle substages. Then, larvae were exposed during the zoea I to (1) control temperature of 12 °C, (2) Early MHW, occurring in intermoult, (3) Late MHW, occurring in premoult and (4) 14 °C, representing MHW during whole development. Additionally, optimum temperature was estimated from thermal performance curves through swimming behaviour of one-day zoea I. The timing of the MHW within the moulting cycle significantly affects larval fitness. Early MHW led to improved survival rates (72%) and reduced developmental times (9.8 days) compared to those exposed to Later MHW (63% and 10.3 days, respectively). As optimum temperature was higher than 12 °C, MHW events maybe favouring larval performance. These results highlight the importance of interaction between the moult cycle and environmental variables as a factor of sublethal effects on population dynamics.","7,11"
Calcification trends in long-lived corals across the Indo-Pacific during the industrial era,Communications Earth and Environment,2024-12-01,5,1,,10.1038/s43247-024-01904-8,ar,Article,2,2-s2.0-85211118274,,1,"Skeletal cores from massive, long-lived coral colonies provide a unique approach to investigating the chronic effects of climate change on coral calcification across decadal to centennial timescales. Here, we show an overall decline in calcification rates during the industrial era, broadly consistent with other studies, based on 148 skeletal cores from ten reef locations throughout the Indo-Pacific. However, these declines are region-specific, modulated by the opposing influences of density and linear extension (the product of which equals calcification), and superimposed on multi-decadal oscillations. The main drivers of declines in calcification were recent marine heatwaves that induced reductions in linear extension, rather than decreasing skeletal density. Our findings contrast with some regional studies that show growth declines beginning only in recent decades, which in some cases may be the most recent troughs of multi-decadal oscillations in calcification.","5,7,8"
Multi-month forecasts of marine heatwaves and ocean acidification extremes,Nature Geoscience,2024-12-01,17,12,1261-1267,10.1038/s41561-024-01593-0,ar,Article,8,2-s2.0-85209771463,,2,"Marine heatwaves and ocean acidification extreme events are periods during which temperature and acidification reach statistically extreme levels (90th percentile), relative to normal variability, potentially endangering ecosystems. As the threats from marine heatwaves and ocean acidification extreme events grow with climate change, there is need for skilful predictions of events months to years in advance. Previous work has demonstrated that climate models can predict marine heatwaves up to 12 months in advance in key regions, but forecasting of ocean acidification extreme events has been difficult due to the complexity of the processes leading to extremes and sparse observations. Here we use the Community Earth System Model Seasonal-to-Multiyear Large Ensemble to make predictions of marine heatwaves and two forms of ocean acidification extreme events, as defined by anomalies in hydrogen ion concentration and aragonite saturation state. We show that the ensemble skilfully predicts marine heatwaves and ocean acidification extreme events as defined by aragonite saturation state up to 1 year in advance. Predictive skill for ocean acidification extremes as defined by hydrogen ion concentration is lower, probably reflecting mismatch between model and observed state. Skill is highest in the eastern Pacific, reflecting the predictable contribution of El Niño/Southern Oscillation to regional variability. A forecast generated in late 2023 during the 2023–2024 El Niño event finds high likelihood for widespread marine heatwaves and ocean acidification extreme events in 2024.",12
A global overview of marine heatwaves in a changing climate,Communications Earth and Environment,2024-12-01,5,1,,10.1038/s43247-024-01806-9,re,Review,60,2-s2.0-85209747632,,1,"Marine heatwaves have profoundly impacted marine ecosystems over large areas of the world oceans, calling for improved understanding of their dynamics and predictability. Here, we critically review the recent substantial advances in this active area of research, including the exploration of the three-dimensional structure and evolution of these extremes, their drivers, their connection with other extremes in the ocean and over land, future projections, and assessment of their predictability and current prediction skill. To make progress on predicting and projecting marine heatwaves and their impacts, a more complete mechanistic understanding of these extremes over the full ocean depth and at the relevant spatial and temporal scales is needed, together with models that can realistically capture the leading mechanisms at those scales. Sustained observing systems, as well as measuring platforms that can be rapidly deployed, are essential to achieve comprehensive event characterizations while also chronicling the evolving nature of these extremes and their impacts in our changing climate.","1,4,5,12"
What is the evidence for the impact of ocean warming on subtropical and temperate corals and coral reefs? A systematic map,Environmental Evidence,2024-12-01,13,1,,10.1186/s13750-024-00349-y,ar,Article,3,2-s2.0-85209712990,,1,"Background: Subtropical coral reefs are comparatively understudied compared to tropical coral reef ecosystems, yet also host a diverse and abundant array of marine life and provide substantial socio-economic benefits to communities. Research into the impacts of ocean warming on subtropical coral reefs has increased over the past two decades due to increase frequency and intensity of bleaching and degradation of these ecosystems. Understanding the extent of research effort and type of evidence assessing the response of subtropical corals and reefs to ocean warming provides valuable insight into global patterns in research efforts allowing critical knowledge gaps to be identified. A comprehensive understanding the impact of ocean warming on these systems will underpin our ability to predict and respond to future changes on subtropical coral reefs. Here, a systematic-map approach is used to identify recent research effort, from 2010 to 2023, and highlight patterns in the type, scale, and location of research conducted and as well as identify the availability of data and evidence reported. Methods: Primary literature was identified by searching Scopus and Science Citation Index Expanded through Web of Science Core Collection databases. The methodologies provided in a previously published systematic map protocol were applied, and 90 primary research publications were subsequently identified. Data extraction from the identified literature included bibliometric data, discipline and type of research, type of data reported and how it was recorded, and data availability. Findings: The identified literature consisted primarily of experimental (49%) and observational (39%) studies. The majority of the primary literature investigated corals in the ecoregions of Southern China (13%), Western Mediterranean (10%) and across a total of seven ecoregions grouped within Oceania (29%). Stressors reported in the literature as drivers of ocean warming reflect the standardisation of methods applied in reporting of events within the literature. Standardised metrics related to degree heating weeks (DHW) and marine heatwaves (MHW) have been reported when assessing the occurrence and severity of drivers, and are increasing in recent years, particularly in Australia. Finally, the need for increased research effort across much of the subtropics is evident, particularly for understudied regions such as the Western Indian Ocean where there are far fewer studies than other similar subtropical coral reef ecosystems. Conclusions: Climatic change, increasing ocean temperatures, and the impacts to subtropical and temperate coral reefs are of increasing concern to policy makers and researchers alike. This systematic map provides a broad overview of research topics and effort around the globe since 2010 and identifies areas where more research effort is urgently needed. Our study has identified major research clusters in Asia, Australia, the Mediterranean, and North America and gaps of research in regions such as the East Indian Oceans. Of the research conducted to date approximately one third reports on evidence related to marine protected areas and the vast majority of evidence is from close/territorial sea locations, providing important knowledge base for management of these areas. Of the 17 studies reporting on specific extreme events (rather than experimental studies which is the majority of evidence identified here) 13 have been published since 2019, with the majority reporting on events occurring in 2019/20 indicating a trend of increasing evidence in recent years (a total of 7 studies from 2010 to 2013, compared to over 10 studies published annually since 2019 up to mid-2023).","8,9,14"
Perturbations in a pelagic food web during the NE pacific large marine heatwave and persistent harmful diatom blooms,Harmful Algae,2024-12-01,140,,,10.1016/j.hal.2024.102743,ar,Article,1,2-s2.0-85209648909,39613366,1,"Unprecedented warm ocean conditions, driven by the Large Marine Heatwave (LMH) and the 2015–16 El Niño in the Northeast Pacific favored pervasive toxigenic Pseudo-nitzschia spp. blooms that caused widespread ecological impacts, but little is known about the magnitude to which marine food webs were altered. Here, we assessed the trophic transfer of domoic acid (DA; a neurotoxin) and changes in trophic position from multiple key species during the peak of the LMH and El Niño in 2015 in comparison with 2018, a reference non-anomalous warm year. DA and amino acid nitrogen isotopes (δ15N AAs) were quantified using liquid and gas chromatography mass spectrometry, respectively. Our integrative approach revealed extremely high levels of DA in anchovy viscera (>3000 μg/g) with contrasting baseline values (δ15N Phe) for southern California fish. These results together with data from northern CA revealed an unforeseen latitudinal isotopic variation in key DA vectors along California, possibly driven by anomalous restructuring of water masses. At the regional level, the observed cross-shore differences in baseline isotope values and DA toxicity suggest distinct pathways for DA trophic transfer for nearshore vs. offshore sites. Given the high levels of environmental disturbance during the LMH and persistence of toxigenic P. australis blooms, our resultant higher trophic position proxies in 2015 compared to 2018 were particularly unexpected. Such results highlight complex trophic interactions, where the trophic status of some species increased while others decreased in response to changes in net primary productivity, and biodiversity, and abundance of forage species. Our study demonstrates the use of δ15N AAs to identify pathways of N and DA trophic transfer and to quantify shifts in animal trophic position, a critical facet of understanding the response of food webs to climate change and DA production.","7,9,14"
Modelling marine heatwaves impact on shallow and upper mesophotic tropical coral reefs,Environmental Research Letters,2024-12-01,19,12,,10.1088/1748-9326/ad89df,ar,Article,0,2-s2.0-85209135405,,1,"Coral reefs ecosystems, often compared to rain forests for their high biodiversity, are threatened by ocean warming causing coral bleaching when the symbiotic relationship between dinoflagellates and corals breaks under high ocean temperatures. Thermal stress from marine heatwaves (MHWs) occur both at the surface and subsurface with subsurface MHWs lasting longer with potentially higher cumulative intensities. However, global coral bleaching models generally ignore the differences in thermal stress between surface and sea-bed levels. Here, we define MHWs at sea-bed level to model coral bleaching with daily resolution from 6 May 1993 to 31 October 2023, for 9944 tropical coral reefs between 0 and 60 m depths. We show that deeper reefs experience on average higher thermal stress and bleaching compared to surface reefs. Using surface temperature data to model bleaching for deeper corals underestimates bleaching intensities by an average of 6% ± 9% compared to the subsurface calibrated model. Our study is a starting point for more accurate coral bleaching modelling, providing additional evidence to reshape our perception of deeper coral reefs as potential refugees from climate change.","3,8,11"
Unveiling marine heatwave dynamics in the Persian /Arabian Gulf and the Gulf of Oman: A spatio-temporal analysis and future projections,Deep Sea Research Part II Topical Studies in Oceanography,2024-12-01,218,,,10.1016/j.dsr2.2024.105435,ar,Article,6,2-s2.0-85208663578,,0,"Amid escalating global marine heat waves, the Arabian Gulf is critical due to its shallow depths, high temperatures, and vulnerability to climate change impacts. This study provides a detailed spatio-temporal analysis of marine heatwave events from 1982 to 2022 across the Arabian Gulf and the adjacent Gulf of Oman. The study delineates regions of heightened vulnerability within these water bodies by comprehensively analyzing seasonal and annual variabilities and trend assessments. Moreover, an exploration of prevailing surface circulation patterns, underpinned by an extensive study of global circulation model outputs, elucidates the oceanographic mechanisms contributing to temperature dynamics. Identifying 25 significant heat wave events, with a focused examination of the six most protracted episodes, is noteworthy among the findings. Strikingly, the analysis reveals that the Gulf of Oman surpasses the Arabian Gulf in heatwave intensity. Looking forward, the investigation extends to future surface water temperature projections up to the close of the current century. The collective results underscore the region's acute susceptibility to the climate change perturbations of climate change, emphasizing the urgency of targeted interventions to mitigate these effects and address concurrent local stressors.","2,4,5,10"
"Past and future impacts of marine heatwaves on small-scale fisheries in Baja California, Mexico",Communications Earth and Environment,2024-12-01,5,1,,10.1038/s43247-024-01696-x,ar,Article,11,2-s2.0-85208641572,,1,"Marine heatwaves are globally occurring events that can negatively impact fisheries, but their impacts on small-scale operations remain understudied. We investigate the historical and future impacts of marine heatwaves on small-scale fisheries operating along a biogeographic transition zone in the Baja California Peninsula, Mexico. We estimate the impacts of the most intense marine heatwave regime on record on fisheries production of 43 economic units operating in a system of 55 Territorial Use-Rights for Fisheries. During this regime, aggregate landings in the lobster, sea urchin, and sea cucumber fisheries decreased between 15 and 58%. Most operations (56%) presented large reductions in landings, whose losses more than outweigh the small increase detected for the other 44%. Notably, impacts were larger for fisheries operating near an equatorward biogeographic break, and for operations in areas of high historical environmental variation and low historical variation in fisheries production. Climate models predict an increase in the frequency and intensity of exposure to marine heatwaves for all fisheries, but the change in frequency and intensity will be greater for those in the north. In the face of extreme environmental shocks such as marine heatwaves, small-scale fisheries operating near biogeographic transition zones are among the most vulnerable.","9,11"
Reduced and smaller phytoplankton during marine heatwaves in eastern boundary upwelling systems,Communications Earth and Environment,2024-12-01,5,1,,10.1038/s43247-024-01805-w,ar,Article,15,2-s2.0-85207846075,,1,"Marine heatwaves have attracted great attention for their devastating impacts on marine organisms. However, the influence of marine heatwaves on phytoplankton community structure, a key aspect of pelagic ecosystems, remains elusive, especially in the biologically productive eastern boundary upwelling systems. Here, using a combination of multi-satellite observations and model outputs, we discover that phytoplankton in these upwelling systems exhibit not only a marked reduction in biomass (~50%), but also a significant shift toward smaller species in community structures during marine heatwaves, featuring a substantially increased/decreased dominance in picophytoplankton/microphytoplankton. This change in community structure is positively related to the intensity and duration of marine heatwaves, and is likely a result of community competition under reduced nutrient supply due to weakened coastal upwelling associated with poleward wind anomalies. These findings invite us to rethink the dominance of phytoplankton in the eastern boundary upwelling systems under extreme conditions, and may have important implications for local fisheries and carbon cycle under the ongoing warming.","7,9,10"
Marine heatwaves suppress ocean circulation and large vortices in the Gulf of Alaska,Communications Earth and Environment,2024-12-01,5,1,,10.1038/s43247-024-01785-x,ar,Article,1,2-s2.0-85207835725,,1,"Large-scale anticyclonic vortices forming along the Gulf of Alaska continental slope serve as fertile ecosystems for marine life, significantly shaping the distribution of primary productivity, with 40–80% of the gulf’s open ocean surface chlorophyll-a concentrated in their cores. Between 2013 and 2023, Alaska experienced some of the largest and longest marine heatwaves ever recorded in the world’s oceans, persistently altering its ecosystem and fisheries. Here, using 30 years of satellite and reanalysis data, we find that the coastal upwelling atmospheric forcing conditions associated with the heatwaves have also significantly suppressed the Gulf of Alaska’s ocean circulation and the formation of large anticyclones. Climate model simulations spanning from 1850 to 2100 suggest that future changes in the Aleutian Low pressure system will lead to a 60% increase in upwelling extremes (>2 standard deviations), further weakening the ocean anticyclones. However, large uncertainties remain in the mechanisms controlling the Aleutian Low’s response to climate forcing in the models.","4,5,10"
Role of met-oceanic response to the intensification of tropical cyclones: A comparative analysis on cyclone Tauktae and Yaas,Dynamics of Atmospheres and Oceans,2024-12-01,108,,,10.1016/j.dynatmoce.2024.101502,ar,Article,1,2-s2.0-85207637901,,0,"The present study investigates the physical response of surface met-ocean variables during the tropical cyclones (TCs) Tauktae (14–19 May) and Yaas (23–28 May) along the eastern Arabian Sea and western Bay of Bengal respectively using multi-platform datasets. This study synthesizes scientific understanding of the complex interplay between TCs, Marine heat waves (MHWs), and vertical wind shear; and focuses on their combined effects on ocean dynamics. The TC Tauktae developed and rapidly intensified without encountering any MHW event and required longer lifespan (∼3 days) to reach its peak as an Extremely Severe Cyclonic Storm (ESCS). Conversely, prolonged MHW event, persisting for five-fold duration (26 days), significantly influenced the intensification of TC Yaas into a Very Severe Cyclonic Storm (VSCS) within a shorter duration (∼1.5 days). TC Yaas intensified due to vertical wind shear, which transported heat and moisture from the Arabian Sea, creating favorable environment for its growth and development. Furthermore, the low vertical wind shear preceding Yaas provides favorable conditions for the persistence of MHW events. The presence of an anticyclonic eddy along the track played a crucial role in the intensification of TC Tauktae and Yaas. Before TC Yaas, elevated shortwave radiation and reduced longwave radiation played a significant role in sustaining the MHW event, unlike TC Tauktae. After the landfall of TC Yaas, the barrier layer thickness and mixed layer heat content were still high, whereas these were low in case of Tauktae. This signifies that higher translational speed of TC Yaas, relative to Tauktae, leads to reduced churning effects within the ocean, allowing for the retention of a substantial amount of heat within the mixed layer.","3,4,10"
Detecting marine heatwaves below the sea surface globally using dynamics-guided statistical learning,Communications Earth and Environment,2024-12-01,5,1,,10.1038/s43247-024-01769-x,ar,Article,1,2-s2.0-85207628512,,1,"Extreme warm water events, known as marine heatwaves, cause a variety of adverse impacts on the marine ecosystem. They are occurring more and more frequently across the global ocean. Yet monitoring marine heatwaves below the sea surface is still challenging due to the sparsity of in situ temperature observations. Here, we propose a statistical learning method guided by ocean dynamics and optimal prediction theory, to detect subsurface marine heatwaves based on the observable sea surface temperature and sea surface height. This dynamics-guided statistical learning method shows good skills in detecting subsurface marine heatwaves in the oceanic epipelagic zone over many parts of the global ocean. It outperforms both the classical ordinary least square regression and popular deep learning methods that do not effectively exploit ocean dynamics, with clear dynamical interpretation for its outperformance. Our study provides a useful statistical learning method for near real-time monitoring of subsurface marine heatwaves at a global scale and highlights the importance of exploiting ocean dynamics for enhancing the efficiency and interpretability of statistical learning.","3,4,12"
Multiple resiliency metrics reveal complementary drivers of ecosystem persistence: An application to kelp forest systems,Ecology,2024-12-01,105,12,,10.1002/ecy.4453,ar,Article,3,2-s2.0-85207536697,39462824,1,"Human-caused global change produces biotic and abiotic conditions that increase the uncertainty and risk of failure of restoration efforts. A focus of managing for resiliency, that is, the ability of the system to respond to disturbance, has the potential to reduce this uncertainty and risk. However, identifying what drives resiliency might depend on how one measures it. An example of a system where identifying how the drivers of different aspects of resiliency can inform restoration under climate change is the northern coast of California, where kelp experienced a decline in coverage of over 95% due to the combination of an intense marine heat wave and the functional extinction of the primary predator of the kelp-grazing purple sea urchin, the sunflower sea star. Although restoration efforts focused on urchin removal and kelp reintroduction in this system are ongoing, the question of how to increase the resiliency of this system to future marine heat waves remains open. In this paper, we introduce a dynamical model that describes a tritrophic food chain of kelp, purple urchins, and a purple urchin predator such as the sunflower sea star. We run a global sensitivity analysis of three different resiliency metrics (recovery likelihood, recovery rate, and resistance to disturbance) of the kelp forest to identify their ecological drivers. We find that each metric depends the most on a unique set of drivers: Recovery likelihood depends the most on live and drift kelp production, recovery rate depends the most on urchin production and feedbacks that determine urchin grazing on live kelp, and resistance depends the most on feedbacks that determine predator consumption of urchins. Therefore, an understanding of the potential role of predator reintroduction or recovery in kelp systems relies on a comprehensive approach to measuring resiliency.","7,11"
Assessing climatic conditions and biotic interactions shaping the success of Cystoseira foeniculacea early-life stages,Journal of Phycology,2024-12-01,60,6,1485-1497,10.1111/jpy.13516,ar,Article,1,2-s2.0-85207504721,39444142,1,"Early-life stages of canopy-forming macroalgae are critical for the maintenance of natural populations and the success of restoration actions. Unfortunately, the abiotic conditions and biotic interactions shaping the success of these stages have received less attention than the interactions shaping the success of adults. Here, we combined field and mesocosm experiments to explore the effects of temperature, herbivory, and canopy presence on the development of early-life stages of the brown seaweed Cystoseira foeniculacea. We assessed these effects by examining changes in recruit density and size. After recruiting zygotes under laboratory conditions, we conducted one laboratory and three field experiments. In the first field experiment, the density of recruits decreased over time in all rockpools and was negatively affected by rising temperatures and turf cover. Additionally, a marine heatwave (MHW; 11 days >25°C) was recorded in the donor pools, producing strong decay in the density of transplanted recruits and a significant reduction of the mature canopy. The second field experiment tested the survival of recruits based on their positioning within the canopy. We observed a higher density of recruits when placed at the edge or outside the canopy compared to recruits placed under the canopy. In the third field experiment, an herbivory-exclusion experiment, we show how density of recruits decreased in less than 48 h in noncaged treatments. In the laboratory, we conducted a thermotolerance experiment under controlled conditions, exposing the recruits to 19, 22, 25, 28, and 31°C for 7 weeks to assess thermal impacts on their survival and growth. Temperatures above the 25°C threshold reduced the density and size of the recruits. This study sheds light on the performance of the early-life stages of a Cystoseira spp. in Macaronesia, showing a low survival ratio against the current pressures even in the context of the potential refuge provided by the intertidal rockpools.","7,8,11"
"Correction to: Emission reductions during COVID-19 enhance marine heatwave over the North Pacific in spring 2020 (Climate Dynamics, (2024), 62, 12, (10865-10880), 10.1007/s00382-024-07426-5)",Climate Dynamics,2024-12-01,62,12,10881,10.1007/s00382-024-07459-w,er,Erratum,0,2-s2.0-85206846582,,1,"In this article the affiliation details for Author Yan Xia’s were incorrectly given as affiliation 1 but should have been affi.1 & affi.2. The correct affiliation is given below: 1. Faculty of Geographical Science, School of Systems Science, Beijing Normal University, Beijing 100875, China 2. Key Laboratory of Middle Atmosphere and Global Environment Observation, Institute of Atmospheric Physics, Chinese Academy of Sciences, Beijing 100029, China The original article has been corrected.",
Selective breeding enhances coral heat tolerance to marine heatwaves,Nature Communications,2024-12-01,15,1,,10.1038/s41467-024-52895-1,ar,Article,29,2-s2.0-85206280998,39402025,1,"Marine heatwaves are becoming more frequent, widespread and severe, causing mass coral bleaching and mortality. Natural adaptation may be insufficient to keep pace with climate warming, leading to calls for selective breeding interventions to enhance the ability of corals to survive such heatwaves, i.e., their heat tolerance. However, the heritability of this trait–a prerequisite for such approaches–remains unknown. We show that selecting parent colonies for high rather than low heat tolerance increased the tolerance of adult offspring (3–4-year-olds). This result held for the response to both 1-week +3.5 °C and 1-month +2.5 °C simulated marine heatwaves. In each case, narrow-sense heritability (h2) estimates are between 0.2 and 0.3, demonstrating a substantial genetic basis of heat tolerance. The phenotypic variability identified in this population could theoretically be leveraged to enhance heat tolerance by up to 1 °C-week within one generation. Concerningly, selective breeding for short-stress tolerance did not improve the ability of offspring to survive the long heat stress exposure. With no genetic correlation detected, these traits may be subject to independent genetic controls. Our finding on the heritability of coral heat tolerance indicates that selective breeding could be a viable tool to improve population resilience. Yet, the moderate levels of enhancement we found suggest that the effectiveness of such interventions also demands urgent climate action.","8,11"
