dc:title,prism:publicationName,prism:coverDate,prism:volume,prism:issueIdentifier,prism:pageRange,prism:doi,subtype,subtypeDescription,citedby-count,eid,pubmed-id,openaccess,abstract,authors,themes
Atmospheric Drivers of Tasman Sea Marine Heatwaves,Journal of Climate,2023-08-01,36,15,5197-5214,10.1175/JCLI-D-22-0538.1,ar,Article,18,2-s2.0-85165785289,,0,"Marine heatwaves (MHWs) can severely impact marine biodiversity, fisheries, and aquaculture. Consequently, there is an increasing desire to understand the drivers of these events to inform their predictability so that proactive decisions may be made to reduce potential impacts. In the Tasman Sea (TS), several relatively intense and broad-scale MHWs have caused significant damage to marine fisheries and aquaculture industries. To assess the potential predictability of these events, we first determined the main driver of each MHW event in the TS from 1993 to 2021. We found that those MHWs driven by ocean advection}approximately 45% of all events}are generally longer in duration and less intense and affected a smaller area compared with the remaining 55%, which are driven by air–sea heat fluxes, are shorter in duration, and are more surface intense. As ocean advection–driven events in the TS have been closely studied and reported previously, we focus here on atmospherically driven MHWs. The predictability of these events is assessed by identifying the patterns of atmospheric pressure, winds, and air–sea heat fluxes in the Southern Hemisphere that coincide with MHWs in the Tasman Sea. We found that atmospherically driven MHWs in this region are more likely to occur during the positive phase of the asymmetric Southern Annular Mode (A-SAM)} which presents as an atmospheric zonal wave-3 pattern and is more likely to occur during La Niña years. These A-SAM events are linked to low wind speeds and increased downward solar radiation in the TS, which lead to increased surface ocean temperatures through the reduction of mixing.","Gregory, Catherine H.; Holbrook, Neil J.; Marshall, Andrew G.; Spillman, Claire M.","9,14"
A quantitative analysis of marine heatwaves in response to rising sea surface temperature,Science of the Total Environment,2023-07-10,881,,,10.1016/j.scitotenv.2023.163396,ar,Article,39,2-s2.0-85152130642,37044346,1,"It has been proven that marine heatwaves (MHWs) have increased in frequency, duration, and intensity over the past few decades, and this trend will accelerate further under continued global warming. While more intense and frequent MHWs are an expected consequence of rising sea surface temperatures (SSTs) under continued global warming, it remains unclear to what degree per Celsius warming trend of SSTs contributes to the changes in the MHW metrics. Here, we focus on how the MHW metrics evolve with the SST warming trend by using an adaptive data analysis method based on observational datasets covering the past four decades. We find that the globally averaged increasing rates of the annual MHW frequency, duration, and maximum intensity are approximately 3.7 events, 7.5 days, and 2.2° Celsius per degree Celsius of SST rise, respectively. The increasing rates for the annual MHW days and the fraction of the spatial extents to the global ocean affected by MHWs are approximately 58.8 days and 13.9 % per degree Celsius of SST rise, respectively. Based on these observational-based increasing rates and the projected SST warming from the selected Coupled Model Intercomparison Project Phase 6 (CMIP6) models, the spatial distributions of changes in annual MHW days, frequency, and cumulative intensity are projected to exhibit 2-fold, 4-fold, and 6 to 8-fold increases under the three socioeconomic pathways (i.e., SSP126, SSP245, and SSP585), respectively. The globally averaged annual MHW days will increase to approximately 224.2 ± 26.9 days, and the largest changes are projected to occur in the northeast Pacific, the North Atlantic, the south Indian Oceans, and parts of the Southern Ocean, with approximately 14.8 ± 5.7 % of the global ocean reaching a permanent MHW state by the end of the twenty-first century under SSP585.","Cheng, Yangyan; Zhang, Min; Song, Zhenya; Wang, Gang; Zhao, Chang; Shu, Qi; Zhang, Yuanling; Qiao, Fangli","10,15"
High-latitude kelps and future oceans: A review of multiple stressor impacts in a changing world,Ecology and Evolution,2023-07-01,13,7,,10.1002/ece3.10277,re,Review,14,2-s2.0-85165454890,,1,"Kelp forests worldwide are threatened by both climate change and localized anthropogenic impacts. Species with cold-temperate, subpolar, or polar distributions are projected to experience range contractions over the coming decades, which may be exacerbated by climatic events such as marine heatwaves and increased freshwater and sediment input from rapidly contracting glaciers. The northeast Pacific has an extensive history of harvesting and cultivating kelps for subsistence, commercial, and other uses, and, therefore, declines in kelp abundance and distributional shifts will have significant impacts on this region. Gaps in our understanding of how cold-temperate kelp species respond to climate stressors have limited our ability to forecast the status of kelp forests in future oceans, which hampers conservation and management efforts. Here, we conducted a structured literature review to provide a synthesis of the impacts of multiple climate-related stressors on kelp forests in the northeast Pacific, assess existing knowledge gaps, and suggest potential research priorities. We chose to focus on temperature, salinity, sediment load, and light as the stressors most likely to vary and impact kelps as climate change progresses. Our results revealed biases in the existing literature toward studies investigating the impacts of temperature, or temperature in combination with light. Other stressors, particularly salinity and sediment load, have received much less focus despite rapidly changing conditions in high-latitude regions. Furthermore, multiple stressor studies appear to focus on kelp sporophytes, and it is necessary that we improve our understanding of how kelp microstages will be affected by stressor combinations. Finally, studies that investigate the potential of experimental transplantation or selective cultivation of genotypes resilient to environmental changes are lacking and would be useful for the conservation of wild populations and the seaweed aquaculture industry.","Farrugia Drakard, Veronica; Hollarsmith, Jordan A.; Stekoll, Michael S.","12,13"
Current and projected patterns of warming and marine heatwaves in the Southern Indian Ocean,Progress in Oceanography,2023-07-01,215,,,10.1016/j.pocean.2023.103036,ar,Article,22,2-s2.0-85162252825,,2,"The Southern Indian Ocean (20–120°E, 70–30°S) hosts an exceptional biodiversity that contributed to the inscription of the French and Australian natural reserves on the UNESCO World Heritage List. This region is a “hot spot” for ocean heat uptake and already experiences intense marine heat waves (MHW), as evidenced in 2011/2012 over the Kerguelen Plateau. In the coming decades, this region is also expected to face supplemental anthropogenic warming, depending on future greenhouse gas emissions, with unknown consequences for its marine ecosystems. Here, we present a regional analysis of ocean warming and MHW based on the analyses of historical observations and Coupled Model Intercomparison Project Phase 6 (CMIP6) climate projections. Consistent with observations over the last decades, we find an intensification through the 21st century of surface warming and MHW over a band located between 40°S and 55°S within the Antarctic Circumpolar Current region. CMIP6 models also project much faster climate velocities (i.e. the speed and direction at which isotherms drift in the wake of climate change) in the mesopelagic (200–1000 m) than at the surface (0–200 m). Lastly, a comparison between the two Shared Socioeconomic Pathways (SSP1-2.6 and SSP2-4.5) analysed in this study shows much larger changes in the second half of the 21st century for the higher emission scenario. These results suggest that the subantarctic islands will probably be mostly affected by warming and MHW under both scenarios, although committing to SSP1-2.6 could substantially alleviate the pressure on ecosystems in the long term. This study also highlights the need to consider a tri-dimensional environment that may evolve at different paces when designing efficient conservation measures.","Azarian, Clara; Bopp, Laurent; Pietri, Alice; Sallée, Jean Baptiste; d'Ovidio, Francesco","3,10,14,15,16"
The 2022 summer marine heatwaves and coral bleaching in China's Greater Bay Area,Marine Environmental Research,2023-07-01,189,,,10.1016/j.marenvres.2023.106044,ar,Article,22,2-s2.0-85162179604,37321888,0,"From July to August 2022, scleractinian coral communities in China's Greater Bay Area (GBA) in the northern South China Sea (nSCS) experienced an unprecedented bleaching event, despite the fact that coral communities in this area are often considered coral thermal refugia due to their high latitude distribution. Field surveys of six sites covering three main coral distribution areas of the GBA revealed that coral bleaching occurred at all sites. Bleaching was more severe in shallow water (1–3 m) than in deep water (4–6 m), as indicated by both percent bleached cover (51.80 ± 10.04% vs. 7.09 ± 7.37%) and bleached colonies (45.86 ± 11.22% vs. 6.58 ± 6.53%). Coral genera Acropora, Favites, Montipora, Platygyra, Pocillopora, and Porites showed high susceptibility to bleaching, and Acropora and Pocillopora suffered high post-bleaching mortality. In the three areas surveyed, analysis of oceanographic data detected marine heatwaves (MHWs) during the summer, with mean intensities between 1.62 and 1.97 °C and durations between 5 and 22 days. These MHWs were primarily driven by increased shortwave radiation due to strong western Pacific Subtropical High (WPSH), combined with reduced mixing between the surface and deep upwelling waters due to reduced wind speed. Comparing with histological oceanographic data showed that the 2022 MHWs were unprecedented, and there was a significant increase in the frequency, intensity, and total days of MHWs during 1982–2022. Furthermore, the heterogeneous distribution of summer MHW characteristics indicates that the coastal upwelling may modulate the spatial distribution of summer MHWs in nSCS through its cooling effect. Overall, our study indicates that MHWs may have affected the structure of the subtropical coral communities in the nSCS, and impaired their potential as thermal refugia.","Zhao, Yu; Chen, Mingru; Chung, Tzu Hao; Chan, Leo Lai; Qiu, Jian Wen","9,10,12,14,16"
Seafloor warm water temperature anomalies impact benthic macrofauna communities of a high-Arctic cold-water fjord,Marine Environmental Research,2023-07-01,189,,,10.1016/j.marenvres.2023.106046,ar,Article,11,2-s2.0-85161617863,37295307,1,"Amid the alarming atmospheric and oceanic warming rates taking place in the Arctic, western fjords around the Svalbard archipelago are experiencing an increased frequency of warm water intrusions in recent decades, causing ecological shifts in their ecosystems. However, hardly anything is known about their potential impacts on the until recently considered stable and colder northern fjords. We analyzed macrobenthic fauna from four locations in Rijpfjorden (a high-Arctic fjord in the north of Svalbard) along its axis, sampled intermittently in the years 2003, 2007, 2010, 2013 and 2017. After a strong seafloor warm water temperature anomaly (SfWWTA) in 2006, the abundance of individuals and species richness dropped significantly across the entire fjord in 2007, together with diversity declines at the outer parts (reflected in Shannon index drops) and increases in beta diversity between inner and outer parts of the fjord. After a period of three years with stable water temperatures and higher sea-ice cover, communities recovered through recolonization processes by 2010, leading to homogenization in community composition across the fjord and less beta diversity. For the last two periods (2010-2013 and 2013-2017), beta diversity between the inner and outer parts gradually increased again, and both the inner and outer sites started to re-assemble in different directions. A few taxa began to dominate the fjord from 2010 onwards at the outer parts, translating into evenness and diversity drops. The inner basin, however, although experiencing strong shifts in abundances, was partially protected by a fjordic sill from impacts of these temperature anomalies and remained comparatively more stable regarding community diversity after the disturbance event. Our results indicate that although shifts in abundances were behind important spatio-temporal community fluctuations, beta diversity variations were also driven by the occurrence-based macrofauna data, suggesting an important role of rare taxa. This is the first multidecadal time series of soft-bottom macrobenthic communities for a high-Arctic fjord, indicating that potential periodic marine heatwaves might drive shifts in community structure, either through direct effects from thermal stress on the communities or through changes in environmental regimes led by temperature fluctuations (i.e. sea ice cover and glacial runoff, which could lead to shifts in primary production and food supply to the benthos). Although high-Arctic macrobenthic communities might be resilient to some extent, sustained warm water anomalies could lead to permanent changes in cold-water fjordic benthic systems.","Jordà-Molina, Èric; Renaud, Paul E.; Silberberger, Marc J.; Sen, Arunima; Bluhm, Bodil A.; Carroll, Michael L.; Ambrose, William G.; Cottier, Finlo; Reiss, Henning","1,12,14"
Echoes of the 2013–2015 Marine Heat Wave in the Eastern Bering Sea and Consequent Biological Responses,Journal of Marine Science and Engineering,2023-05-01,11,5,,10.3390/jmse11050958,re,Review,9,2-s2.0-85160844637,,1,"We reviewed various physical and biological manifestations of an unprecedented large-scale water temperature anomaly that emerged in the Northeast Pacific in late 2013. The anomaly dubbed “The Blob” persisted through 2014–2016, with some signs of its persistence through 2017–2018 and a possible reemergence in 2019. The tentative timeline of The Blob’s successive appearances around the Northeast Pacific is suggestive of its advection by currents around the Gulf of Alaska, along the Aleutians, into the Bering Sea, and eventually to the Bering Strait. During the initial phase of The Blob’s development in 2013–2014, advection along the Polar Front might have played a certain role. The extreme persistence and magnitude of The Blob resulted in numerous and sometimes dramatic ecosystem responses in the eastern Bering Sea. The multi-year duration of The Blob might have preconditioned the Bering Sea for the record low seasonal sea ice extent during the winter of 2017–2018 and the disappearance of the cold pool in 2016 and 2018 that profoundly affected zooplankton, invertebrates, fishes, seabirds, and marine mammals. A comparison of the time series of population responses across trophic levels suggests that The Blob lowered primary production during spring, increased production of small copepods and jellyfish, and reduced the efficiency of energy transfer to higher trophic levels. While the Bering Sea’s water temperature, seasonal sea ice, and cold pool seem to return to the long-term mean state in 2022, it remains to be seen if the Bering Sea ecosystem will completely recover. The two most likely alternative scenarios envision either irreversible changes or hysteresis recovery.","Belkin, Igor M.; Short, Jeffrey W.","1,5,9,10,11,12,14"
"Bleaching, mortality and lengthy recovery on the coral reefs of Lord Howe Island. The 2019 marine heatwave suggests an uncertain future for high-latitude ecosystems.",Plos Climate,2023-04-01,2,4,,10.1371/journal.pclm.0000080,ar,Article,13,2-s2.0-85214476632,,1,"Oceanic thermal anomalies are increasing in both frequency and strength, causing detrimental impacts to coral reef communities. Water temperatures beyond the corals optimum threshold causeing coral bleaching and mass mortality, impacting our global coral reef ecosystems, including marginal high-latitude reefs. Coral bleaching and mortality were observed at the southernmost coral reef, Lord Howe Island Marine Park, during the summer of 2019, coinciding with anomalously high sea surface temperatures across the reef system from January-April. Here we document the extent of coral impacts within the Lord Howe Island lagoonal reef and the recovery from bleaching eight-months later. Significant differences in bleaching prevalence were observed across the lagoonal coral reef, ranging from 16 to 83% across offshore and inshore reef regions and with variable onset timing. Coral mortality of up to 40% was recorded in the reef’s most severely impacted near-shore area. The four most dominant species, Stylophora pistillata, Pocillopora damicornis, Porites spp. and Seriatopora hystrix, were the most susceptible to bleaching, with all coral colonies found either bleached or dead at the most affected inshore site during and following peak heat stress. Interestingly, during the eight-months following bleaching, there was no evidence of bleaching recovery (i.e., re-establishment of symbiosis) at the offshore lagoonal site. However, there was a significant increase in the abundance of healthy coral colonies at the inshore site, suggesting the recovery of the surviving bleached corals at this site. Importantly, we found no evidence for bleaching or mortality in the Acropora spp. and minimal bleaching and no mortality in Isopora cuneata during the study period, typically highly susceptible species. Given the isolation of high-latitude reefs such as Lord Howe Island, our results highlight the importance of understanding the impacts of bleaching, mortality and bleaching recovery on coral population structure and resilience of high-latitude coral reefs.","Moriarty, Tess; Leggat, William; Heron, Scott F.; Steinberg, Rosemary; Ainsworth, Tracy D.","12,14"
Characterizing the Variability of Boundary Currents and Ocean Heat Content Around New Zealand Using a Multi-Decadal High-Resolution Regional Ocean Model,Journal of Geophysical Research Oceans,2023-04-01,128,4,,10.1029/2022JC018624,ar,Article,6,2-s2.0-85153730572,,1,"New Zealand is located in the southwest Pacific Ocean and is surrounded by a complex system of boundary currents that vary on a variety of time scales, with important impacts on weather, primary productivity, and fisheries. While various observational and modeling studies have shed light on many of the characteristics of New Zealand's ocean circulation, this study provides a comprehensive, quantitative, seamless, 3-dimensional characterization of the region's boundary current circulation and ocean heat content. We use a 28 yr long hydrodynamic model simulation that accurately represents the mean and variability of the ocean circulation to characterize and quantify the temporal and spatial variability across the region. We show that low-frequency variability in boundary current transport and upper ocean heat content are correlated over the entire New Zealand oceanic region. Oceanic eddies dominate heat content variability at intra-annual scales in the northeast of the region, while on the west and southeast coasts heat content varies predominantly at interannual scales controlled by large-scale changes in the subtropical and sub-Antarctic fronts. The model shows a significant downstream strengthening and deepening of the boundary currents off northeast New Zealand which, if confirmed by observations, could suggest a significant new understanding of this Western Boundary Current system. This study presents a region-wide characterization of the temporal and spatial variability of ocean currents and heat content, and their interconnections, providing a vital basis for understanding climate change impacts and the increasing occurrence of marine heatwaves.","Kerry, Colette; Roughan, Moninya; De Souza, Joao","3,9,10,14,15"
Characterizing global marine heatwaves under a spatio-temporal framework,Progress in Oceanography,2023-02-01,211,,,10.1016/j.pocean.2022.102947,ar,Article,27,2-s2.0-85146702928,,0,"Extreme warm water events known as Marine Heatwaves (MHWs) exert adverse impacts on ecosystems and economies. Currently, definitions of MHW events are all based on temperature timeseries at a single location, which limits the characterization of their spatial structures. In this study, we extend the definition of MHW events from the time domain to the spatio-temporal framework. The proposed definition involves constructing snapshots of MHWs with a spatially compact structure and tracking their evolution with time. The tracking is semi-Lagrangian as it tracks the MHW events rather than the water mass. A set of MHW metrics are introduced to measure the spatio-temporal characteristics of MHW events. Applying the new definition to the observational sea surface temperature dataset during 1982–2020 yields 8642 MHW events after excluding those occupying an equivalent area smaller than 5°×5° or lasting for less than five days. Longer-lasting MHW events tend to be larger in spatial extent and vice versa, whereas the intensity of MHW events is nearly independent from the duration and spatial extent. MHW events typically exhibit a growing, mature and decaying phase in sequence during their life cycles. The spatial extent and intensity reach their primes around the center of the life cycle. Many of the MHW events exhibit evident displacement during their life cycles with the zonal movement stronger than the meridional movement. Eastward movement is dominant for MHW events in the mid- and high-latitude regions but the opposite is true in the tropical ocean. In response to the anthropogenic warming, MHW events have occurred more frequently and become longer, larger and stronger.","Sun, Di; Jing, Zhao; Li, Furong; Wu, Lixin","6,7,10,15,16"
Long-term pattern changes of sea surface temperature during summer and winter due to climate change in the Korea Waters,Fisheries and Aquatic Sciences,2023-01-01,26,11,639-648,10.47853/FAS.2023.e56,ar,Article,27,2-s2.0-85178888671,,1,"The sea surface temperature (SST) and ocean heat content in the Korea Waters are gradually increased. Especially the increasing trend of annual mean SST in the Korea Water is higher about 2.6 times than the global mean during past 55 years (1968–2022). Before 2010s, the increasing trend of SST was led by winter season in the Korea Waters. However, this pattern was clearly changed after 2010s. The increasing trend of SST during summer is higher about 3.9 times than during winter after 2010s. We examine the long-term variations of several ocean and climate factors to understand the reasons for the long-term pattern changes of SST between summer and winter in recent. Tsushima warm current was significantly strengthened in summer compare to winter during past 33 years (1986–2018). The long-term patterns of Siberian High and East Asian Winter Monsoon were definitely changed before and after early-or mid-2000s. The intensities of those two climate factors was changed to the increasing trend or weakened decreasing trend from the distinctive decreasing trend. In addition, the extreme weather condition like the heat-wave days and cold spell days in the Korea significantly increased since mid-or late-2000s. From these results, we can consider that the occurrences of frequent and intensified marine heatwaves during summer and marine cold spells during winter in the Korea Waters might be related with the long-term pattern change of SST, which should be caused by the long-term change of climate factors and advection heat, in a few decade.","Han, In Seong; Lee, Joon Soo; Jung, Hae Kun","9,10,14"
Wintertime sea surface temperature variability modulated by Arctic Oscillation in the northwestern part of the East/Japan Sea and its relationship with marine heatwaves,Frontiers in Marine Science,2023-01-01,10,,,10.3389/fmars.2023.1198418,ar,Article,17,2-s2.0-85164940891,,1,"The northwestern part of the East/Japan Sea (EJS) is a region with large sea surface temperature (SST) variability and is known as a hotspot of marine heatwaves (MHW) stress for marine environments that peaked in boreal winter (January-February-March). This could have profound impacts on the marine ecosystems over the EJS. Here, we used a set of high-resolution satellite and reanalysis products to systematically analyze the spatiotemporal SST variations and examine their linkage to a large-scale mode of climate variability, such as the Arctic Oscillation (AO). The results show that AO-related wind forcing modulates the SST variability over the EJS via the oceanic dynamic adjustment processes. In particular, the abnormally warm SSTs in the northwestern part of the EJS are driven by the anomalous anticyclonic eddy-like circulation and Ekman downwelling during a positive AO phase. This physical linkage between a positive AO and the abnormally warm SST could be conducive to MHW occurrences in the EJS as in the extremely positive AO event during the winter of 2020. These results have implications that the MHW occurrences in the EJS could be amplified by natural climate variability along with long-term SST warming.","Song, Se Yong; Kim, Yoo Jun; Lee, Eun Joo; Yeh, Sang Wook; Park, Jae Hun; Park, Young Gyu","9,10,14,16"
Hotspots and drivers of compound marine heatwaves and low net primary production extremes,Biogeosciences,2022-12-16,19,24,5807-5835,10.5194/bg-19-5807-2022,ar,Article,39,2-s2.0-85145565741,,1,"Extreme events can severely impact marine organisms and ecosystems. Of particular concern are multivariate compound events, namely when conditions are simultaneously extreme for multiple ocean ecosystem stressors. In 2013-2015 for example, an extensive marine heatwave (MHW), known as the Blob, co-occurred locally with extremely low net primary productivity (NPPX) and negatively impacted marine life in the northeast Pacific. Yet, little is known about the characteristics and drivers of such multivariate compound MHW-NPPX events. Using five different satellite-derived net primary productivity (NPP) estimates and large-ensemble-simulation output of two widely used and comprehensive Earth system models, the Geophysical Fluid Dynamics Laboratory (GFDL) ESM2M-LE and Community Earth System Model version 2 (CESM2-LE), we assess the present-day distribution of compound MHW-NPPX events and investigate their potential drivers on the global scale. The satellite-based estimates and both models reveal hotspots of frequent compound events in the center of the equatorial Pacific and in the subtropical Indian Ocean, where their occurrence is at least 3 times higher (more than 10 d yr-1) than if MHWs (temperature above the seasonally varying 90th-percentile threshold) and NPPX events (NPP below the seasonally varying 10th-percentile threshold) were to occur independently. However, the models show disparities in the northern high latitudes, where compound events are rare in the satellite-based estimates and GFDL ESM2M-LE (less than 3 d yr-1) but relatively frequent in CESM2-LE. In the Southern Ocean south of 60 S, low agreement between the observation-based estimates makes it difficult to determine which of the two models better simulates MHW-NPPX events. The frequency patterns can be explained by the drivers of compound events, which vary among the two models and phytoplankton types. In the low latitudes, MHWs are associated with enhanced nutrient limitation on phytoplankton growth, which results in frequent compound MHW-NPPX events in both models. In the high latitudes, NPPX events in GFDL ESM2M-LE are driven by enhanced light limitation, which rarely co-occurs with MHWs, resulting in rare compound events. In contrast, in CESM2-LE, NPPX events in the high latitudes are driven by reduced nutrient supply that often co-occurs with MHWs, moderates phytoplankton growth, and causes biomass to decrease. Compound MHW-NPPX events are associated with a relative shift towards larger phytoplankton in most regions, except in the eastern equatorial Pacific in both models, as well as in the northern high latitudes and between 35 and 50 S in CESM2-LE, where the models suggest a shift towards smaller phytoplankton, with potential repercussions on marine ecosystems. Overall, our analysis reveals that the likelihood of compound MHW-NPPX events is contingent on model representation of the factors limiting phytoplankton production. This identifies an important need for improved process understanding in Earth system models used for predicting and projecting compound MHW-NPPX events and their impacts.","Le Grix, Natacha; Zscheischler, Jakob; Rodgers, Keith B.; Yamaguchi, Ryohei; Frölicher, Thomas L.","11,12,15,16"
Compound marine heatwaves and ocean acidity extremes,Nature Communications,2022-12-01,13,1,,10.1038/s41467-022-32120-7,ar,Article,97,2-s2.0-85136042587,35973999,1,"Compound MHW-OAX events, during which marine heatwaves (MHWs) co-occur with ocean acidity extreme (OAX) events, can have larger impacts on marine ecosystems than the individual extremes. Using monthly open-ocean observations over the period 1982–2019, we show that globally 1.8 in 100 months (or about one out of five present-day MHW months) are compound MHW-OAX event months under a present-day baseline, almost twice as many as expected for 90th percentile extreme event exceedances if MHWs and OAX events were statistically independent. Compound MHW-OAX events are most likely in the subtropics (2.7 in 100 months; 10°−40° latitude) and less likely in the equatorial Pacific and the mid-to-high latitudes (0.7 in 100 months; >40° latitude). The likelihood pattern results from opposing effects of temperature and dissolved inorganic carbon on [H+]. The likelihood is higher where the positive effect on [H+] from increased temperatures during MHWs outweighs the negative effect on [H+] from co-occurring decreases in dissolved inorganic carbon. Daily model output from a large-ensemble simulation of an Earth system model is analyzed to assess changes in the MHW-OAX likelihood under climate change. The projected long-term mean warming and acidification trends have the largest effect on the number of MHW-OAX days per year, increasing it from 12 to 265 days per year at 2 °C global warming relative to a fixed pre-industrial baseline. Even when long-term trends are removed, an increase in [H+] variability leads to a 60% increase in the number of MHW-OAX days under 2 °C global warming. These projected increases may cause severe impacts on marine ecosystems.","Burger, Friedrich A.; Terhaar, Jens; Frölicher, Thomas L.","11,15,16"
Unravelling seasonal trends in coastal marine heatwave metrics across global biogeographical realms,Scientific Reports,2022-12-01,12,1,,10.1038/s41598-022-11908-z,ar,Article,41,2-s2.0-85129933625,35545696,1,"Marine heatwaves (MHWs) can cause dramatic changes to ecologically, culturally, and economically important coastal ecosystems. To date, MHW studies have focused on geographically isolated regions or broad-scale global oceanic analyses, without considering coastal biogeographical regions and seasons. However, to understand impacts from MHWs on diverse coastal communities, a combined biogeographical-seasonal approach is necessary, because (1) bioregions reflect community-wide temperature tolerances and (2) summer or winter heatwaves likely affect communities differently. We therefore carried out season-specific Theil–Sen robust linear regressions and Pettitt change point analyses from 1982 to 2021 on the number of events, number of MHW days, mean intensity, maximum intensity, and cumulative intensity of MHWs, for each of the world’s 12 major coastal biogeographical realms. We found that 70% of 240 trend analyses increased significantly, 5% decreased and 25% were unaffected. There were clear differences between trends in metrics within biogeographical regions, and among seasons. For the significant increases, most change points occurred between 1998 and 2006. Regression slopes were generally positive across MHW metrics, seasons, and biogeographical realms as well as being highest after change point detection. Trends were highest for the Arctic, Northern Pacific, and Northern Atlantic realms in summer, and lowest for the Southern Ocean and several equatorial realms in other seasons. Our analysis highlights that future case studies should incorporate break point changes and seasonality in MHW analysis, to increase our understanding of how future, more frequent, and stronger MHWs will affect coastal ecosystems.","Thoral, François; Montie, Shinae; Thomsen, Mads S.; Tait, Leigh W.; Pinkerton, Matthew H.; Schiel, David R.","10,14,16"
"The Baltic Sea Model Intercomparison Project (BMIP)-a platform for model development, evaluation, and uncertainty assessment",Geoscientific Model Development,2022-11-25,15,22,8613-8638,10.5194/gmd-15-8613-2022,ar,Article,15,2-s2.0-85144467385,,1,"While advanced computational capabilities have enabled the development of complex ocean general circulation models (OGCMs) for marginal seas, systematic comparisons of regional ocean models and their setups are still rare. The Baltic Sea Model Intercomparison Project (BMIP), introduced herein, was therefore established as a platform for the scientific analysis and systematic comparison of Baltic Sea models. The inclusion of a physically consistent regional reanalysis data set for the period 1961-2018 allows for standardized meteorological forcing and river runoff. Protocols to harmonize model outputs and analyses are provided as well. An analysis of six simulations performed with four regional OGCMs differing in their resolution, grid coordinates, and numerical methods was carried out to explore intermodel differences despite harmonized forcing. Uncertainties in the modeled surface temperatures were shown to be larger at extreme than at moderate temperatures. In addition, a roughly linear increase in the temperature spread with increasing water depth was determined and indicated larger uncertainties in the near-bottom layer. On the seasonal scale, the model spread was larger in summer than in winter, likely due to differences in the models' thermocline dynamics. In winter, stronger air-sea heat fluxes and vigorous convective and wind mixing reduced the intermodel spread. Uncertainties were likewise reduced near the coasts, where the impact of meteorological forcing was stronger. The uncertainties were highest in the Bothnian Sea and Bothnian Bay, attributable to the differences between the models in the seasonal cycles of sea ice triggered by the ice-Albedo feedback. However, despite the large spreads in the mean climatologies, high interannual correlations between the sea surface temperatures (SSTs) of all models and data derived from a satellite product were determined. The exceptions were the Bothnian Sea and Bothnian Bay, where the correlation dropped significantly, likely related to the effect of sea ice on air-sea heat exchange. The spread of water salinity across the models is generally larger compared to water temperature, which is most obvious in the long-Term time series of deepwater salinity. The inflow dynamics of saline water from the North Sea is covered well by most models, but the magnitude, as inferred from salinity, differs as much as the simulated mean salinity of deepwater. Marine heat waves (MHWs), coastal upwelling, and stratification were also assessed. In all models, MHWs were more frequent in shallow areas and in regions with seasonal ice cover. An increase in the frequency (regionally varying between 1/450% and 250%) and duration (50%-150%) of MHWs during the last 3 decades in all models was found as well. The uncertainties were highest in the Bothnian Bay, likely due to the different trends in sea ice presence. All but one of the analyzed models overestimated upwelling frequencies along the Swedish coast, the Gulf of Finland, and around Gotland, while they underestimated upwelling in the Gulf of Riga. The onset and seasonal cycle of thermal stratification likewise differed among the models. Compared to observation-based estimates, in all models the thermocline in early spring was too deep, whereas a good match was obtained in June when the thermocline intensifies.","Gröger, Matthias; Placke, Manja; Meier, H. E.Markus; Börgel, Florian; Brunnabend, Sandra Esther; Dutheil, Cyril; Gräwe, Ulf; Hieronymus, Magnus; Neumann, Thomas; Radtke, Hagen; Schimanke, Semjon; Su, Jian; Väli, Germo","5,6,9,10,14,15,16"
